raw_words,sentiment,aspect,opinion,subjectivity
"Always wanted to try this place , I did .",POS,place,try,0
Amazing !,POS,,Amazing,0
"Amazing cuisine , truly a gem for Indian food , the service is always great and quite attentive .",POS,cuisine,"Amazing, truly a gem",0
"Amazing cuisine , truly a gem for Indian food , the service is always great and quite attentive .",POS,service,"quite attentive, always great",0
Amazing food and terrific service .,POS,food,Amazing,0
Amazing food and terrific service .,POS,service,terrific,0
Amazing place .,POS,place,Amazing,0
Amazing place to have breakfast ... Everything is just awesome from coffee to pancakes ... Omelets is the best ..,POS,Omelets,best,0
Amazing place to have breakfast ... Everything is just awesome from coffee to pancakes ... Omelets is the best ..,POS,coffee,awesome,0
Amazing place to have breakfast ... Everything is just awesome from coffee to pancakes ... Omelets is the best ..,POS,pancakes,awesome,0
Amazing place to have breakfast ... Everything is just awesome from coffee to pancakes ... Omelets is the best ..,POS,place,Amazing,0
"Amazing service , delicious food , and great drinks .",POS,drinks,great,0
"Amazing service , delicious food , and great drinks .",POS,food,delicious,0
"Amazing service , delicious food , and great drinks .",POS,service,Amazing,0
Amazing thai - must order the daily curry special - great flavor and full of delicious seafood .,POS,flavor,great,0
Amazing thai - must order the daily curry special - great flavor and full of delicious seafood .,POS,seafood,delicious,0
Amazing thai - must order the daily curry special - great flavor and full of delicious seafood .,POS,thai,Amazing,0
"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",POS,french fries,,0
"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",POS,milkshakes,,0
"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",POS,turkey burger,Amazing,0
Amazing vegetarian options !,POS,vegetarian options,Amazing,0
"Amber Davis , one of my favorites , always greets with a smile and really tries to make sure your well taken care of .",POS,Amber Davis,"greets with a smile, favorites, NULL",0
"Ambience was nice , esp the impression it gives you from the outside , but the food was just OK .",NEU,food,just OK,1
"Ambience was nice , esp the impression it gives you from the outside , but the food was just OK .",POS,Ambience,nice,0
Ample free parking on the premises .,POS,free parking,Ample,0
Amy had the best value too ( highest quality for the price ) based on the various quotes I got .,POS,Amy,best value,0
"An Atlanta legend , yet still undiscovered by many .",POS,,,0
An all around great place .,POS,place,great,0
An hour and 30 minutes later they still did n't bring the very first thing I ordered .,NEG,they,,0
"And , we smelled like grease for an hour after we left !",NEG,,,0
And B & G is my fave in the city .,POS,B & G,fave,0
And I 'd do it again in a heartbeat .,POS,,,0
And I also like that they have chili flakes on the table too so I can make my pizza really spicy .,POS,chili flakes,like,0
And I want to be served a Bellini every morning .,POS,Bellini,,0
And The steamed dumplings the worst I 've ever eaten .,NEG,steamed dumplings,worst,0
And ca n't leave a review without mentioning the tasty drinks that are served here !,POS,drinks,tasty,0
And dont forget to hit the bakery afterward .,POS,bakery,,0
"And even with this they are still pumping out a fast , freindly inexpensive breakfast .",POS,breakfast,"fast, freindly inexpensive",0
"And fluffy rice to go with it is a definite plus for me , I like perfectly cooked jasmine rice with Thai food.However , I really did n't care for the Pad Thai at all .",NEG,Pad Thai,really did n't care,0
"And fluffy rice to go with it is a definite plus for me , I like perfectly cooked jasmine rice with Thai food.However , I really did n't care for the Pad Thai at all .",POS,,definite plus,0
"And fluffy rice to go with it is a definite plus for me , I like perfectly cooked jasmine rice with Thai food.However , I really did n't care for the Pad Thai at all .",POS,jasmine rice,"perfectly, like",0
And he/she would have found joy in the grilled octopus .,POS,grilled octopus,joy,0
And it is just as delicious and wonderful as the original !,POS,,"delicious, wonderful",0
And it is nice to grab a Stumptown cold brew along with it .,POS,Stumptown cold brew,nice,0
And it is overpriced .,NEG,,overpriced,0
"And it was also disappointing that the servers didn't quality control our pizzas , especially when the busser who brought it to our table said the only pizza he hadn't yet tried was the Quebec Whaaa ? On the other hand , incidents like this also emphasize just how important it is for the server to check on diners shortly after their meals have arrived to make sure everything is okay.Service was otherwise okay.Curious thing to spot about Rogue : The drinks menu says something about your beer glass having something special on the bottom to release bubbles ( ? ) .",NEG,servers,disappointing,0
And my gramma used to wear a muu-muu .,POS,muu-muu,,0
And not big portions because i had no leftovers for dinner .,NEG,portions,not big,0
"And of course , I doused that mother with sambal ( pretty much my favorite condiment , I should probably start carrying around a jar in my purse ) .",POS,condiment,pretty much my favorite,0
"And sadly , the other negative reviews I 've heard about this restaurant don't have to do with the food ... it 's the service that needs help .",NEG,service,"negative, sadly",0
"And that , put simply , sucks .",NEG,,sucks,0
And the Mai tai 's were not what I 'm used to .,NEG,Mai tai 's,,0
And the chicken sandwich was good enough that my 7-month-pregnant self craved it .,POS,chicken sandwich,good,0
"And the counter where customers eat their froyo is not stable , one little nudge and the whole counter feels like it is about to snap off.The only reason why it I gave it two stars is because the girl who was giving out samples was really nice and didnt make a fuss about people asking for a lot of froyo .",NEG,,,0
"And the counter where customers eat their froyo is not stable , one little nudge and the whole counter feels like it is about to snap off.The only reason why it I gave it two stars is because the girl who was giving out samples was really nice and didnt make a fuss about people asking for a lot of froyo .",NEG,counter,not stable,0
"And the counter where customers eat their froyo is not stable , one little nudge and the whole counter feels like it is about to snap off.The only reason why it I gave it two stars is because the girl who was giving out samples was really nice and didnt make a fuss about people asking for a lot of froyo .",POS,girl,"really nice, fuss",0
"And the decor inside is also very cute , and clean .",POS,decor inside,"very cute, clean",0
"And the menu is so teensy tiny , its hard to read until you get right up to the counter .",NEG,menu,so teensy tiny,0
And the price makes it below average .,POS,price,below average,0
And the seafood special .,POS,seafood special,,0
"And the service is awesome , Im always greeted with a smile and sometimes they even throw a few extra things in the bag on the house .",POS,service,"NULL, awesome, always greeted",0
And the size of the burrito was huge .,POS,size,huge,0
And their wheat bread is really good ... it is light and satisfying enough for those who prefer white bread.The only thing I would NOT order again is the chicken parm sub .,NEG,chicken parm sub,,0
And their wheat bread is really good ... it is light and satisfying enough for those who prefer white bread.The only thing I would NOT order again is the chicken parm sub .,POS,wheat bread,"really good, light, satisfying enough",0
And then some more .,NEG,,,0
And there was a really cute bench outside .,POS,bench,really cute,0
And they had the audacity to charge me for it as well .,NEG,they,audacity,0
And they have frequent diners cards so you basically get `` paid back '' for being a regular .,POS,,,0
