sentence,sentiment,opinion,aspect,subjectivity
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,author,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,books,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,in,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,MacBride,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,series,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,six,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,Stuart,1
After reading six books in the series I have become a reluctant fan of author Stuart MacBride .,POS,,THE,1
"After reading this book , I researched more specifically about things mentioned in the book ( The Story of Davidito , Flirty Fishing , the Mo Letters , etc ) and it was very disturbing to actually read the content of those items .",NEG,disturbing,,0
"After reading this book , I researched more specifically about things mentioned in the book ( The Story of Davidito , Flirty Fishing , the Mo Letters , etc ) and it was very disturbing to actually read the content of those items .",NEG,very,,0
"After reading this novel , I did some research and saw some of the photos of their pamphlets ( google some of the titles ) , and am shocked and horrified that this cult is still in existence , with the Queen still at the reins .",NEG,horrified,cult,0
"After reading this novel , I did some research and saw some of the photos of their pamphlets ( google some of the titles ) , and am shocked and horrified that this cult is still in existence , with the Queen still at the reins .",NEG,shocked,cult,0
"After that big build-up , the actual plot was somewhat of a let-downI enjoy Rina as a character but in this book she was mostly relegated to cooking .",NEG,,plot,1
"After that I skimmed through to the ending , which definitely does not live up to the first third of the book.Apart from the ending , the book could have been cut by at least 100 pages .",NEG,,book,1
"Again , I will say that this was a good read .",POS,Good,read,0
"Again a tale well unwound as the story proceeds , linked together with presentations of ordinary domestic life .",POS,well,tale,0
Again and again with every character so that it becomes unnatural and an obvious device .,NEG,obvious,device,0
Again and again with every character so that it becomes unnatural and an obvious device .,NEG,unnatural,device,0
"Again Camilla Lackberg is able to weave multiple stories from the past and present with drama , humor , and sensitivity .",POS,,Camilla,1
"Again Camilla Lackberg is able to weave multiple stories from the past and present with drama , humor , and sensitivity .",POS,,Lackberg,1
All her books are super,POS,super,books,0
"All in all , an exciting tale with a big surprise ending .",POS,big,ending,0
"All in all , an exciting tale with a big surprise ending .",POS,exciting,tale,0
"All in all , an exciting tale with a big surprise ending .",POS,surprise,ending,0
All in all I found it to be a good read and a page turner .,POS,good,,0
All of Feist 's books are excellent .,POS,excellent,books,0
All of Feist 's books are excellent .,POS,excellent,Feist,0
All of Feist 's books are excellent .,POS,excellent,'s,0
All of these Decker-Lazrus books are fantastic .,POS,fantastic,books,0
All of these Decker-Lazrus books are fantastic .,POS,fantastic,Decker-Lazrus,0
All potential and actively practicing doctors should read this book .,POS,,book,1
All three books were paced the same and this third book felt no different or raised anymore excitement than the other two .,NEU,,book,1
All three books were paced the same and this third book felt no different or raised anymore excitement than the other two .,NEU,,third,1
Almost unbelievable .,NEG,almost,,0
Almost unbelievable .,NEG,Unbelievable,,0
"Along the way , there is a budding love affair with a woman who blamed Knox for the odd death of her archaeologist father , an evil female colleague who seems easily seduced by lovers and sources of money , a little girl desperately in need of a bone marrow transplant , rich Macedonian nationalists intent on using Alexander 's body as the means , after more than 2,000 years , of fomenting revolution to establish a separate Macedonia out of Greece and Balkan states.The Alexander Cipher beautifully blends the history of Alexander and his successors into an entertaining , rip-roaring , action-packed , page-turning adventure .",POS,,Alexander,1
"Along the way , there is a budding love affair with a woman who blamed Knox for the odd death of her archaeologist father , an evil female colleague who seems easily seduced by lovers and sources of money , a little girl desperately in need of a bone marrow transplant , rich Macedonian nationalists intent on using Alexander 's body as the means , after more than 2,000 years , of fomenting revolution to establish a separate Macedonia out of Greece and Balkan states.The Alexander Cipher beautifully blends the history of Alexander and his successors into an entertaining , rip-roaring , action-packed , page-turning adventure .",POS,,Cipher,1
