sentence,aspect,sentiment,subjectivity
"note, however, that any existing magsafe accessories you have will not work with the magsafe 2 connection.",magsafe accessories,neutral,1
"the only thing i dislike is the touchpad, alot of the times its unresponsive and does things i dont want it too, i would recommend using a mouse with it.",mouse,neutral,1
i thought the transition would be difficult at best and would take some time to fully familiarize myself with the new mac ecosystem.,mac ecosystem,neutral,1
"also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""star wars"" saga.",built-in camera,neutral,1
i got the new adapter and there was no change.,adapter,neutral,1
so i called technical support.,technical support,neutral,1
came with iphoto and garage band already loaded.,iphoto,neutral,1
came with iphoto and garage band already loaded.,garage band,neutral,1
got this mac mini with os x mountain lion for my wife.,os x mountain lion,neutral,1
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- otd!",priced,neutral,1
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- otd!",cost,neutral,1
12.44 seconds to boot.,boot,neutral,1
all the ports are much needed since this is my main computer.,ports,neutral,1
"the like new condition of the imac mc309ll/a on amazon is at $900+ level only, and it is a quad-core 2.5 ghz cpu (similar to the $799 mini), with radeon hd 6750m 512mb graphic card (this mini is integrated intel 4000 card), and it even comes with wireless apple keyboard and mouse, all put together in neat and nice package.",quad-core 2.5 ghz cpu,neutral,1
"the like new condition of the imac mc309ll/a on amazon is at $900+ level only, and it is a quad-core 2.5 ghz cpu (similar to the $799 mini), with radeon hd 6750m 512mb graphic card (this mini is integrated intel 4000 card), and it even comes with wireless apple keyboard and mouse, all put together in neat and nice package.",radeon hd 6750m 512mb graphic card,neutral,1
"the like new condition of the imac mc309ll/a on amazon is at $900+ level only, and it is a quad-core 2.5 ghz cpu (similar to the $799 mini), with radeon hd 6750m 512mb graphic card (this mini is integrated intel 4000 card), and it even comes with wireless apple keyboard and mouse, all put together in neat and nice package.",integrated intel 4000 card,neutral,1
"the like new condition of the imac mc309ll/a on amazon is at $900+ level only, and it is a quad-core 2.5 ghz cpu (similar to the $799 mini), with radeon hd 6750m 512mb graphic card (this mini is integrated intel 4000 card), and it even comes with wireless apple keyboard and mouse, all put together in neat and nice package.",wireless apple keyboard and mouse,neutral,1
put a cover on it and is a little better but that is my only complaint.,cover,neutral,1
this mac does come with an extender cable and i'm using mine right now hoping the cable will stay nice for the many years i plan on using this mac.,extender cable,neutral,1
not sure on windows 8.,windows 8,neutral,1
this newer netbook has no hard drive or network lights.,hard drive,neutral,1
this newer netbook has no hard drive or network lights.,network lights,neutral,1
"i was having a though time deciding between the 13"" macbook air or the macbook pro 13"" (both baseline models, priced at 1,200 $ retail)",priced,neutral,1
i was given a demonstration of windows 8.,windows 8,neutral,1
"i thought that it will be fine, if i do some settings.",settings,neutral,1
"i like the mini mac it was easy to setup and install, but i am learning as i go and could use a tutorial to learn how to use some of the features i was use to on the pc especially the right mouse click menu.",tutorial,neutral,1
"i like the mini mac it was easy to setup and install, but i am learning as i go and could use a tutorial to learn how to use some of the features i was use to on the pc especially the right mouse click menu.",features,neutral,1
