sentence,aspect,sentiment,subjectivity
they have homemade pastas of all kinds -- i recommend the gnocchi -- yum!,gnocchi,positive,0
the main draw of this place is the price.,price,positive,0
"but dinner here is never disappointing, even if the prices are a bit over the top.",dinner,positive,0
"not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",sandwiches,positive,0
"not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",soup,positive,0
"not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",pizza,positive,0
"not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",homemade sorbets,positive,0
"the homemade guacamole, the unbelievable entree, and thee most amazing deserts.",homemade guacamole,positive,0
"the homemade guacamole, the unbelievable entree, and thee most amazing deserts.",entree,positive,0
"the homemade guacamole, the unbelievable entree, and thee most amazing deserts.",deserts,positive,0
the sushi is reasonably priced and fresh.,sushi,positive,0
the sushi is reasonably priced and fresh.,priced,positive,0
save room for deserts - they're to die for.,deserts,positive,0
best things to order are from the grill (churrasco and ribs).,grill,positive,0
best things to order are from the grill (churrasco and ribs).,churrasco,positive,0
best things to order are from the grill (churrasco and ribs).,ribs,positive,0
the traditional italian items are great - cheap and served in a cozy setting.,traditional italian items,positive,0
the traditional italian items are great - cheap and served in a cozy setting.,setting,positive,0
the traditional italian items are great - cheap and served in a cozy setting.,served,positive,0
whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,iced blended mocha,positive,0
whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,hot white mocha,positive,0
"el nidos one of the best restaurants in new york which i've ever been to, has a great variety of tasty, mouth watering pizza's.",pizza's,positive,0
although i moved uptown i try to stop in as often as possible for the great cheap food and to pay the friendly staff a visit.,staff,positive,0
"chef vincenzo, always there if you need him, is a real talent and a real roman.",chef,positive,0
"if you're looking to taste some great indian food and want good service, definitely visit curry leaf.",indian food,positive,0
"if you're looking to taste some great indian food and want good service, definitely visit curry leaf.",service,positive,0
"you must try odessa stew or rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",odessa stew,positive,0
"you must try odessa stew or rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",rabbit stew,positive,0
"you must try odessa stew or rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",salads,positive,0
"you must try odessa stew or rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",kompot,positive,0
my daughter and i left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.,lunch,positive,0
they specialize in smoothies and fresh juices.,smoothies,positive,0
they specialize in smoothies and fresh juices.,fresh juices,positive,0
"i recommend the black roasted codfish, it was the best dish of the evening.",black roasted codfish,positive,0
"i recommend the black roasted codfish, it was the best dish of the evening.",dish,positive,0
the food is also outstanding and is served quite quickly.,served,positive,0
"from the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",erbazzone emiliana,positive,0
"from the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",mostarda on the cheese plate,positive,0
"from the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",dishes,positive,0
the food is delicious and the bar has a great vibe.,bar,positive,0
the food is delicious and the bar has a great vibe.,vibe,positive,0
"it was such a fantastic dining experience, that i returned again the same week.",dining experience,positive,0
"to be fair, the food still is good and the service is quick and attentative even though its usually very busy.",service,positive,0
the place is absolutely adorable and the food is delicious.,place,positive,0
the staff members are extremely friendly and even replaced my drink once when i dropped it outside.,staff members,positive,0
cool atmosphere but such a let down.,atmosphere,positive,0
"the sashimi portion are big enough to appease most people, but i didn't like the fact they used artifical lobster meat.",sashimi portion,positive,0
they have wheat crusted pizza made with really fresh and yummy ingredients.,wheat crusted pizza,positive,0
